first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost
Joelinton Cássio,Apolinário de Lira,0,0,3,123,2,18.2,18.2,8.0,0,13,4.4,0,0,1,0.3,59
Yoshinori,Muto,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,49
Kelland,Watts,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,40
Sean,Longstaff,0,0,1,2,0,0.3,1.0,0.0,0,3,0.1,0,0,0,0.1,49
Jeff,Hendrick,1,1,18,253,4,16.0,70.4,25.0,3,53,10.9,1,0,0,4.7,50
Matthew,Longstaff,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49
Mark,Gillespie,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45
Jacob,Murphy,0,0,1,16,0,0.3,6.8,0.0,0,5,0.7,0,0,0,0.0,50
Callum,Wilson,2,0,18,264,4,26.5,65.2,79.0,4,60,16.8,1,0,0,10.2,64
Ryan,Fraser,0,0,1,57,1,2.3,4.6,2.0,0,3,0.9,0,0,0,0.5,59
Jamal,Lewis,0,0,7,201,3,41.2,21.4,0.0,1,33,6.2,1,0,2,2.7,45
Billy,Sharp,0,0,3,106,3,3.1,3.4,42.0,0,-3,4.8,0,0,0,0.2,59
David,McGoldrick,0,0,4,122,0,14.9,2.6,13.0,0,8,3.1,1,0,0,0.7,54
Chris,Basham,0,0,5,227,4,3.8,47.0,12.0,0,32,6.3,0,0,0,1.5,49
John,Fleck,0,0,4,152,3,36.8,14.8,14.0,0,20,6.5,0,0,0,0.3,59
Enda,Stevens,0,0,5,270,4,9.0,56.2,15.0,0,43,8.1,0,0,0,3.5,54
Simon,Moore,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45
Oliver,Norwood,0,0,3,101,3,22.1,10.4,0.0,0,15,3.3,0,0,0,0.4,49
Wes,Foderingham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45
George,Baldock,0,0,4,270,4,21.7,32.4,57.0,0,28,11.1,0,0,1,3.2,54
Jack,Robinson,0,0,2,90,1,0.4,9.0,15.0,0,5,2.4,0,0,0,0.2,44
John,Egan,0,0,-2,101,3,0.8,8.8,6.0,0,-1,1.6,0,1,1,6.3,49
Jack,O'Connell,0,0,3,180,3,2.5,40.2,0.0,0,19,4.3,0,0,0,0.4,50
John,Lundstram,0,0,3,243,3,97.7,45.4,50.0,0,14,19.3,1,0,2,7.1,54
Ben,Osborn,0,0,3,117,1,45.8,15.4,22.0,0,13,8.3,0,0,0,0.0,49
Oliver,McBurnie,0,0,3,128,3,26.9,17.6,49.0,0,9,9.4,0,0,1,0.4,58
Lys,Mousset,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,59
Sander,Berge,0,0,5,194,2,41.1,28.6,30.0,0,27,10.0,0,0,0,0.2,50
Oliver,Burke,0,0,5,163,1,35.7,5.8,38.0,0,9,7.8,1,0,0,1.3,45
Luke,Freeman,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50
Aaron,Ramsdale,0,0,7,270,4,10.0,71.4,0.0,0,48,8.1,0,0,0,5.1,50
Ethan,Ampadu,0,0,3,149,2,0.7,36.4,3.0,0,20,4.0,0,0,0,0.7,45
Jayden,Bogle,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45
Max,Lowe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45
Phil,Jagielka,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,40
Shane,Long,0,0,2,15,1,0.5,2.0,6.0,0,5,0.7,0,0,0,1.0,54
Ryan,Bertrand,0,0,9,270,6,53.6,41.2,8.0,2,50,10.2,1,0,1,1.3,50
Alex,McCarthy,0,0,8,270,6,0.0,50.0,0.0,0,52,5.1,1,0,0,18.8,45
Oriol,Romeu Vidal,0,0,5,234,3,18.2,41.6,0.0,0,23,6.0,1,0,1,3.5,45
Nathan,Redmond,0,0,2,90,1,7.2,7.2,23.0,0,5,3.7,0,0,0,0.2,64
Danny,Ings,3,0,22,270,6,19.5,113.8,121.0,4,88,25.5,1,0,0,19.9,84
Jack,Stephens,0,0,1,180,6,1.9,28.8,17.0,0,23,4.8,0,0,1,0.3,49
Stuart,Armstrong,0,0,5,157,3,17.5,13.4,20.0,0,18,5.1,1,0,0,0.2,55
Jannik,Vestergaard,0,0,7,135,0,11.3,50.0,4.0,0,46,6.5,1,0,0,0.5,45
James,Ward-Prowse,0,0,7,270,6,45.8,34.8,35.0,0,41,11.6,1,0,0,2.7,59
Angus,Gunn,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,45
Sofiane,Boufal,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,54
Josh,Sims,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45
Kyle,Walker-Peters,0,1,10,270,6,41.9,62.6,4.0,0,57,10.9,1,0,1,10.4,45
Jan,Bednarek,0,0,9,225,6,2.9,47.0,4.0,2,52,5.4,1,0,0,2.2,45
Che,Adams,0,1,8,239,5,45.6,33.6,101.0,0,15,18.1,1,0,1,2.4,59
Yan,Valery,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,49
William,Smallbone,0,0,3,111,4,4.1,7.2,0.0,0,8,1.1,0,0,0,0.5,45
Jake,Vokins,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.4,40
Michael,Obafemi,0,0,1,13,0,0.1,0.4,0.0,0,2,0.1,0,0,0,1.8,49
Moussa,Djenepo,0,1,9,179,5,6.4,4.2,25.0,0,19,3.4,1,0,0,0.2,55
Mohammed,Salisu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44
Fraser,Forster,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.0,40
Nathan,Tella,0,0,2,35,2,0.3,2.2,3.0,0,7,0.5,0,0,0,0.4,45
Hugo,Lloris,0,0,7,270,4,0.0,58.8,0.0,0,40,5.9,0,0,0,4.9,55
Danny,Rose,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,49
Moussa,Sissoko,0,0,1,45,1,4.3,2.4,0.0,0,4,0.7,0,0,0,0.4,49
Toby,Alderweireld,0,0,2,90,1,11.2,17.0,2.0,0,12,3.0,0,0,0,2.2,54
Erik,Lamela,0,1,5,40,2,2.1,4.6,42.0,0,13,4.9,0,0,0,0.2,59
Harry,Kane,1,5,28,263,3,86.8,146.2,194.0,3,95,42.7,0,0,0,17.8,105
Serge,Aurier,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.6,53
Heung-Min,Son,4,0,27,225,3,109.1,157.6,129.0,2,98,39.6,0,0,0,22.5,90
Eric,Dier,0,0,5,270,4,2.7,48.0,4.0,0,34,5.5,0,0,0,1.6,50
Lucas,Rodrigues Moura da Silva,1,0,13,228,2,25.8,42.2,117.0,1,29,18.5,1,0,0,2.1,69
Paulo,Gazzaniga,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,45
Bamidele,Alli,0,0,1,45,0,11.9,8.4,21.0,0,3,4.1,0,0,0,0.9,76
Ben,Davies,0,0,5,270,4,49.3,35.6,38.0,0,33,12.3,0,0,0,1.8,50
Pierre-Emile,Højbjerg,0,0,5,270,4,38.4,42.8,8.0,0,36,8.9,0,0,1,0.8,49
Harry,Winks,0,0,4,239,4,20.2,34.0,0.0,0,34,5.4,0,0,1,0.2,55
Davinson,Sánchez,0,0,3,180,3,1.6,24.4,52.0,0,19,7.8,0,0,0,1.0,55
Ryan,Sessegnon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,49
Steven,Bergwijn,0,0,3,81,2,33.2,11.4,19.0,0,8,6.4,0,0,0,0.6,72
Gedson,Carvalho Fernandes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,49
Japhet,Tanganga,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,49
Giovani,Lo Celso,0,0,3,121,1,46.3,14.4,43.0,0,10,10.4,1,0,1,0.6,69
Oliver,Skipp,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Tanguy,Ndombele,0,0,2,72,2,7.9,8.0,4.0,0,8,2.0,0,0,1,0.2,59
Juan,Foyth,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44
Matt,Doherty,0,0,4,255,4,31.4,47.2,43.0,0,21,12.2,0,0,1,15.0,59
Joe,Hart,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.8,45
Cameron,Carter-Vickers,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,40
Sergio,Reguilón,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,55
Gareth,Bale,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,95
David,Button,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.7,40
Callum,Robinson,2,0,16,214,7,30.3,71.6,50.0,3,53,15.0,0,0,0,0.8,55
Kieran,Gibbs,0,0,-3,135,8,13.2,7.4,2.0,0,11,2.3,0,1,0,0.4,44
Hal,Robson-Kanu,0,0,2,54,4,10.7,3.2,9.0,0,6,2.3,0,0,0,0.2,54
Jake,Livermore,0,0,6,270,11,23.5,31.4,19.0,0,26,7.3,0,0,0,0.1,49
Kamil,Grosicki,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,53
Matt,Phillips,0,0,2,35,1,0.1,4.4,8.0,0,4,1.2,0,0,0,0.1,53
Kyle,Bartley,1,0,8,270,11,0.5,90.0,33.0,0,46,12.3,0,0,0,0.2,45
Romaine,Sawyers,0,0,6,232,9,14.6,27.8,1.0,0,26,4.4,0,0,0,0.0,50
Ahmed El-Sayed,Hegazy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,44
Charlie,Austin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,53
Kenneth,Zohore,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,49
Sam,Johnstone,0,0,5,270,11,0.0,91.8,0.0,0,53,9.2,0,0,0,0.7,45
Conor,Townsend,0,0,1,90,3,1.4,12.2,4.0,0,9,1.8,0,0,0,0.1,45
Oluwasemilogo Adesewo Ibidapo,Ajayi,0,0,1,270,11,0.8,31.6,0.0,0,23,3.3,0,0,1,0.2,49
Jonathan,Leko,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Kyle,Edwards,0,0,2,41,2,0.5,4.8,20.0,0,6,2.5,0,0,0,0.0,49
Darnell,Furlong,0,1,5,248,9,39.5,43.4,18.0,0,31,10.1,0,0,1,0.1,45
Sam,Field,0,0,2,16,1,0.1,6.2,0.0,0,9,0.6,0,0,0,0.0,49
Dara,O'Shea,0,0,2,270,11,0.9,57.6,0.0,0,31,5.8,0,0,0,0.2,45
Rekeem,Harper,0,0,1,21,2,1.8,1.8,0.0,0,3,0.4,0,0,0,0.5,45
Grady,Diangana,1,0,11,233,10,36.6,64.4,57.0,0,34,15.8,0,0,0,0.7,55
Matheus,Pereira,1,2,17,250,10,55.0,92.4,37.0,0,63,18.4,0,0,0,3.4,60
Cedric,Kipre,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45
Branislav,Ivanovic,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45
Conor,Gallagher,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55
Filip,Krovinovic,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50
Mark,Noble,0,0,3,68,1,12.7,7.0,0.0,0,11,2.0,0,0,0,1.1,49
Robert,Snodgrass,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,59
David,Martin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,7.4,40
Darren,Randolph,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45
Lukasz,Fabianski,0,0,9,270,4,0.0,27.4,0.0,0,47,2.8,1,0,0,1.4,50
Angelo,Ogbonna,0,0,8,270,4,1.8,73.0,29.0,0,47,10.4,1,0,0,0.3,49
Roberto,Jimenez Gago,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Jack,Wilshere,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,49
Aaron,Cresswell,0,0,9,270,4,98.7,73.2,0.0,1,60,17.2,1,0,0,0.9,49
Andriy,Yarmolenko,0,0,1,30,2,6.3,5.0,26.0,0,3,3.7,0,0,1,0.1,58
Michail,Antonio,1,0,10,267,4,28.7,52.8,177.0,0,22,25.8,1,0,0,5.7,63
Ryan,Fredericks,0,1,4,228,4,109.8,60.4,6.0,0,43,17.7,0,0,2,0.5,45
Manuel,Lanzini,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,64
Felipe Anderson,Pereira Gomes,0,0,2,2,0,0.4,2.4,2.0,0,8,0.5,0,0,0,0.3,63
Sébastien,Haller,1,0,7,27,1,11.3,35.4,45.0,0,30,9.1,0,0,0,0.3,63
Arthur,Masuaku,0,1,13,179,2,72.6,54.0,5.0,3,63,13.2,1,0,0,0.5,45
Fabián,Balbuena,0,0,6,90,0,3.1,17.4,0.0,0,26,2.1,1,0,0,0.2,44
Jordan,Hugill,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55
Jarrod,Bowen,2,0,19,257,3,10.5,75.2,91.0,2,55,17.7,1,0,0,1.0,63
Albian,Ajeti,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55
Declan,Rice,0,0,7,270,4,45.4,63.4,20.0,0,56,12.9,1,0,0,3.5,49
Tomas,Soucek,0,1,10,270,4,33.7,24.4,120.0,0,23,17.8,1,0,0,3.8,50
Pablo,Fornals,0,2,13,243,3,25.3,25.0,23.0,0,38,7.3,1,0,0,0.1,64
Issa,Diop,0,0,2,180,4,1.2,41.4,0.0,0,25,4.3,0,0,0,0.9,45
Ben,Johnson,0,0,1,41,0,1.3,3.8,0.0,0,4,0.5,0,0,0,2.4,40
John,Ruddy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,45
João Filipe Iria,Santos Moutinho,0,0,7,235,5,80.3,35.0,9.0,0,38,12.5,1,0,0,2.5,55
Rui Pedro,dos Santos Patrício,0,0,10,270,7,0.0,82.6,0.0,0,61,8.2,1,0,0,7.0,55
Ryan,Bennett,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,44
Willy,Boly,0,0,7,270,7,1.4,55.6,4.0,0,52,6.1,1,0,0,2.4,55
Conor,Coady,0,0,8,270,7,11.3,43.4,0.0,2,44,5.5,1,0,1,9.1,50
Raúl,Jiménez,2,0,14,270,7,17.6,75.2,128.0,2,54,22.1,1,0,0,23.5,86
Romain,Saïss,1,0,16,270,7,2.3,86.6,40.0,3,60,13.0,1,0,0,11.8,51
Jonathan,Castro Otto,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54
Léo,Bonatini,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,50
Leander,Dendoncker,0,0,4,102,1,15.4,16.4,4.0,0,13,3.6,1,0,0,1.6,49
Adama,Traoré,0,0,7,241,5,49.3,46.2,19.0,0,32,11.5,1,0,0,14.9,65
Rúben Diogo,da Silva Neves,0,0,5,194,7,28.9,39.6,42.0,0,37,11.1,0,0,0,2.1,54
Oskar,Buur,0,0,1,22,0,0.5,0.6,0.0,0,2,0.1,0,0,0,3.0,40
Daniel,Castelo Podence,0,2,11,165,3,47.9,50.2,7.0,0,40,10.5,1,0,0,5.8,56
Max,Kilman,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.9,40
Rúben Gonçalo,Silva Nascimento Vinagre,0,0,1,172,7,25.3,31.2,0.0,0,24,5.7,0,0,0,5.4,44
Matija,Sarkic,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45
Morgan,Gibbs-White,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50
Pedro,Lomba Neto,0,1,10,234,6,83.2,36.2,30.0,0,34,15.0,1,0,0,0.8,55
Bruno André,Cavaco Jordao,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,44
Leonardo,Campana,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,50
Fabio,Silva,0,0,2,40,3,13.1,3.2,40.0,0,3,5.6,0,0,0,0.9,54
Fernando,Marçal,0,0,6,97,0,1.8,18.4,0.0,0,24,2.1,1,0,1,0.2,49
Vitor,Ferreira,0,0,2,21,1,12.9,8.6,0.0,0,8,2.2,0,0,0,0.0,50
Ki-Jana,Hoever,0,0,1,17,1,15.2,4.6,2.0,0,5,2.2,0,0,0,0.0,45
Nélson,Cabral Semedo,0,0,1,72,3,3.4,11.4,6.0,0,14,2.1,0,0,0,0.9,55
Meritan,Shabani,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
